Data;Produto;Volume (kg)
2022-09-21;Tomate;236
2022-06-22;Batata Inglesa;446
2022-11-29;Cebola;976
2022-01-18;Batata Inglesa;479
2022-09-28;Cebola;358
2022-10-28;Batata Inglesa;460
2022-12-28;Tomate;598
2022-12-12;Tomate;394
2022-11-09;Batata Inglesa;614
2022-04-14;Tomate;493
2022-04-04;Tomate;632
2022-09-01;Tomate;676
2022-09-01;Tomate;354
2022-03-25;Tomate;469
2022-01-25;Batata Inglesa;252
2022-01-14;Tomate;991
2022-09-26;Batata Inglesa;569
2022-07-29;Tomate;757
2022-10-18;Batata Inglesa;501
2022-04-19;Batata Inglesa;564
2022-10-17;Tomate;421
2022-09-23;Cebola;565
2022-10-21;Batata Inglesa;487
2022-07-12;Tomate;584
2022-06-06;Tomate;558
2022-12-27;Batata Inglesa;155
2022-12-07;Tomate;592
2022-05-11;Batata Inglesa;459
2022-12-15;Tomate;713
2022-02-21;Batata Inglesa;584
2022-07-05;Tomate;880
2022-03-10;Tomate;470
2022-04-06;Batata Inglesa;861
2022-03-14;Batata Inglesa;286
2022-05-13;Tomate;516
2022-04-27;Tomate;670
2022-08-17;Tomate;286
2022-11-29;Cebola;803
2022-05-03;Batata Inglesa;567
2022-08-25;Cebola;789
2022-08-02;Cebola;787
2022-07-22;Cebola;413
2022-03-02;Cebola;501
2022-02-17;Tomate;569
2022-12-09;Cebola;381
2022-07-01;Tomate;546
2022-03-17;Cebola;489
2022-07-12;Batata Inglesa;804
2022-03-22;Batata Inglesa;370
2022-07-21;Tomate;538
2022-01-26;Tomate;450
2022-06-30;Batata Inglesa;653
2022-06-28;Tomate;512
2022-12-08;Batata Inglesa;268
2022-12-21;Cebola;934
2022-06-28;Cebola;884
2022-05-10;Batata Inglesa;357
2022-01-19;Tomate;283
2022-12-08;Batata Inglesa;704
2022-02-18;Batata Inglesa;623
2022-08-22;Tomate;592
2022-04-11;Tomate;669
2022-06-03;Batata Inglesa;122
2022-04-11;Batata Inglesa;911
2022-01-28;Cebola;242
2022-03-21;Cebola;414
2022-10-04;Tomate;215
2022-07-15;Batata Inglesa;217
2022-03-08;Tomate;720
2022-09-26;Tomate;494
2022-01-06;Batata Inglesa;540
2022-05-11;Tomate;501
2022-10-24;Batata Inglesa;297
2022-02-16;Batata Inglesa;376
2022-06-09;Tomate;409
2022-01-12;Tomate;350
2022-05-02;Tomate;568
2022-12-26;Batata Inglesa;745
2022-10-28;Tomate;704
2022-06-10;Tomate;788
2022-09-01;Batata Inglesa;480
2022-03-08;Batata Inglesa;477
2022-07-14;Tomate;580
2022-08-04;Cebola;334
2022-05-09;Cebola;599
2022-11-03;Cebola;583
2022-02-16;Cebola;424
2022-04-21;Cebola;526
2022-07-29;Cebola;788
2022-04-12;Batata Inglesa;707
2022-09-05;Cebola;616
2022-11-29;Cebola;755
2022-11-23;Tomate;726
2022-07-08;Batata Inglesa;254
2022-07-12;Batata Inglesa;674
2022-01-07;Cebola;428
2022-06-15;Cebola;730
2022-10-24;Batata Inglesa;999
2022-01-06;Batata Inglesa;556
2022-02-09;Cebola;216
2022-05-13;Cebola;100
2022-10-17;Batata Inglesa;714
2022-04-15;Cebola;441
2022-11-17;Tomate;999
2022-05-13;Batata Inglesa;712
2022-09-01;Cebola;734
2022-09-05;Cebola;623
2022-01-06;Tomate;350
2022-09-20;Batata Inglesa;401
2022-02-16;Batata Inglesa;660
2022-09-23;Cebola;529
2022-11-14;Batata Inglesa;605
2022-04-15;Cebola;387
2022-12-20;Cebola;324
2022-05-17;Cebola;599
2022-11-01;Batata Inglesa;460
2022-07-01;Tomate;999
2022-11-18;Tomate;374
2022-11-07;Cebola;791
2022-06-30;Batata Inglesa;348
2022-10-03;Tomate;637
2022-09-06;Batata Inglesa;547
2022-08-12;Batata Inglesa;541
2022-10-11;Cebola;439
2022-07-26;Tomate;458
2022-08-19;Batata Inglesa;550
2022-10-14;Batata Inglesa;565
2022-01-25;Batata Inglesa;562
2022-09-20;Cebola;447
2022-10-04;Tomate;616
2022-02-21;Cebola;483
2022-06-28;Cebola;615
2022-11-01;Batata Inglesa;743
2022-07-21;Cebola;586
2022-09-06;Tomate;446
2022-02-01;Batata Inglesa;562
2022-09-15;Batata Inglesa;384
2022-07-19;Batata Inglesa;424
2022-03-18;Cebola;873
2022-03-18;Tomate;603
2022-11-07;Tomate;491
2022-01-25;Cebola;691
2022-06-29;Batata Inglesa;852
2022-09-21;Tomate;553
2022-05-16;Cebola;969
2022-12-05;Batata Inglesa;410
2022-09-23;Tomate;245
2022-08-11;Batata Inglesa;700
2022-11-25;Batata Inglesa;271
2022-02-11;Tomate;386
2022-05-09;Tomate;896
2022-07-13;Tomate;638
2022-04-06;Cebola;849
2022-06-30;Cebola;254
2022-06-06;Batata Inglesa;709
2022-11-07;Tomate;638
2022-09-14;Batata Inglesa;337
2022-12-27;Cebola;483
2022-08-22;Tomate;661
2022-09-28;Batata Inglesa;442
2022-05-31;Tomate;799
2022-02-04;Cebola;943
2022-01-18;Tomate;328
2022-04-20;Batata Inglesa;359
2022-01-28;Tomate;386
2022-06-14;Cebola;587
2022-10-03;Tomate;609
2022-01-28;Cebola;740
2022-11-10;Batata Inglesa;493
2022-02-11;Tomate;815
2022-12-20;Cebola;682
2022-05-26;Cebola;371
2022-02-14;Batata Inglesa;634
2022-08-24;Cebola;793
2022-03-24;Batata Inglesa;641
2022-05-13;Cebola;484
2022-03-31;Tomate;654
2022-11-01;Cebola;836
2022-03-29;Cebola;798
2022-04-26;Cebola;801
2022-08-30;Cebola;821
2022-06-17;Cebola;518
2022-09-08;Cebola;687
2022-05-23;Batata Inglesa;334
2022-11-21;Cebola;681
2022-10-28;Cebola;100
2022-08-11;Batata Inglesa;540
2022-09-21;Cebola;334
2022-01-17;Tomate;860
2022-03-18;Batata Inglesa;509
2022-04-20;Cebola;745
2022-01-21;Batata Inglesa;631
2022-07-01;Cebola;215
2022-05-19;Batata Inglesa;953
2022-09-23;Cebola;428
2022-07-01;Cebola;462
2022-07-28;Tomate;700
2022-11-15;Batata Inglesa;242
2022-09-02;Cebola;641
2022-01-17;Tomate;465
2022-05-26;Tomate;399
2022-12-29;Batata Inglesa;637
2022-06-23;Cebola;790
2022-09-12;Tomate;513
2022-11-23;Cebola;486
2022-02-24;Batata Inglesa;892
2022-06-17;Cebola;469
2022-08-12;Cebola;637
2022-05-12;Cebola;580
2022-07-07;Cebola;619
2022-11-09;Cebola;266
2022-11-15;Cebola;100
2022-04-13;Batata Inglesa;682
2022-02-23;Tomate;295
2022-08-16;Cebola;799
2022-05-30;Batata Inglesa;650
2022-05-11;Tomate;825
2022-11-16;Cebola;775
2022-02-04;Cebola;964
2022-05-19;Tomate;595
2022-02-09;Batata Inglesa;455
2022-03-31;Tomate;861
2022-03-25;Batata Inglesa;689
2022-04-29;Tomate;368
2022-07-05;Cebola;498
2022-06-17;Cebola;739
2022-07-01;Cebola;100
2022-02-03;Tomate;361
2022-12-12;Tomate;667
2022-04-01;Tomate;369
2022-01-10;Cebola;952
2022-04-25;Batata Inglesa;334
2022-05-09;Batata Inglesa;606
2022-02-11;Cebola;227
2022-10-26;Tomate;820
2022-11-24;Batata Inglesa;486
2022-03-08;Batata Inglesa;908
2022-11-07;Batata Inglesa;693
2022-06-16;Cebola;595
2022-02-09;Cebola;480
2022-06-03;Batata Inglesa;598
2022-04-20;Cebola;436
2022-08-04;Cebola;318
2022-09-27;Cebola;991
2022-02-03;Batata Inglesa;306
2022-02-18;Batata Inglesa;530
2022-12-15;Batata Inglesa;693
2022-01-31;Cebola;536
2022-06-13;Tomate;738
2022-07-26;Tomate;440
2022-01-28;Batata Inglesa;624
2022-04-27;Batata Inglesa;529
2022-01-07;Batata Inglesa;788
2022-05-04;Tomate;369
2022-12-07;Tomate;227
2022-05-26;Batata Inglesa;791
2022-06-28;Cebola;484
2022-07-22;Batata Inglesa;859
2022-09-02;Batata Inglesa;580
2022-09-23;Cebola;558
2022-06-28;Tomate;356
2022-10-12;Cebola;273
2022-05-31;Batata Inglesa;784
2022-03-03;Tomate;894
2022-09-30;Cebola;511
2022-02-17;Cebola;547
2022-11-02;Batata Inglesa;523
2022-05-02;Batata Inglesa;558
2022-01-07;Tomate;570
2022-10-21;Batata Inglesa;244
2022-08-29;Batata Inglesa;579
2022-04-19;Batata Inglesa;422
2022-01-17;Batata Inglesa;539
2022-04-04;Cebola;252
2022-04-11;Cebola;482
2022-08-29;Cebola;719
2022-03-21;Batata Inglesa;627
2022-12-27;Batata Inglesa;432
2022-08-19;Tomate;703
2022-06-29;Batata Inglesa;567
2022-03-09;Batata Inglesa;244
2022-09-20;Tomate;654
2022-11-04;Tomate;820
2022-06-20;Tomate;469
2022-04-05;Tomate;505
2022-06-21;Batata Inglesa;261
2022-11-11;Cebola;315
2022-07-08;Tomate;443
2022-08-18;Cebola;373
2022-12-16;Tomate;484
2022-05-06;Tomate;990
2022-03-24;Batata Inglesa;424
2022-09-09;Tomate;699
2022-04-21;Cebola;584
2022-06-17;Cebola;611
2022-11-14;Cebola;555
2022-08-23;Tomate;100
2022-09-27;Tomate;784
2022-10-14;Tomate;411
2022-06-03;Cebola;510
2022-10-27;Batata Inglesa;704
2022-12-12;Tomate;595
2022-05-06;Cebola;527
2022-04-28;Cebola;727
2022-12-23;Cebola;474
2022-03-30;Batata Inglesa;584
2022-05-09;Tomate;588
2022-05-02;Tomate;574
2022-02-02;Cebola;789
2022-10-04;Batata Inglesa;634
2022-06-01;Batata Inglesa;398
2022-09-30;Batata Inglesa;658
2022-06-28;Batata Inglesa;605
2022-06-09;Tomate;203
2022-10-26;Cebola;955
2022-08-22;Tomate;216
2022-06-09;Tomate;887
2022-05-10;Cebola;694
2022-05-11;Tomate;347
2022-07-08;Batata Inglesa;515
2022-07-18;Cebola;355
2022-01-19;Cebola;647
2022-04-20;Cebola;556
2022-05-24;Batata Inglesa;771
2022-02-17;Tomate;525
2022-05-04;Tomate;717
2022-02-09;Cebola;478
2022-09-12;Tomate;525
2022-12-19;Cebola;556
2022-05-06;Cebola;459
2022-01-26;Cebola;847
2022-12-23;Cebola;407
2022-03-29;Batata Inglesa;425
2022-06-13;Tomate;541
2022-05-19;Cebola;677
2022-10-03;Cebola;319
2022-11-11;Cebola;432
2022-05-30;Cebola;445
2022-06-13;Batata Inglesa;623
2022-05-16;Tomate;306
2022-04-06;Tomate;598
2022-04-15;Batata Inglesa;711
2022-05-05;Batata Inglesa;234
2022-01-14;Tomate;124
2022-02-02;Cebola;914
2022-09-07;Tomate;665
2022-11-28;Batata Inglesa;745
2022-12-30;Tomate;467
2022-12-21;Tomate;534
2022-07-15;Cebola;532
2022-08-11;Cebola;741
2022-06-10;Cebola;878
2022-06-30;Tomate;972
2022-08-08;Cebola;213
2022-10-31;Batata Inglesa;451
2022-03-08;Batata Inglesa;588
2022-03-03;Batata Inglesa;567
2022-04-06;Cebola;696
2022-07-01;Batata Inglesa;786
2022-02-17;Batata Inglesa;178
2022-12-16;Tomate;589
2022-02-21;Cebola;498
2022-12-12;Cebola;334
2022-07-13;Batata Inglesa;737
2022-08-26;Batata Inglesa;329
2022-10-14;Cebola;735
2022-06-03;Tomate;611
2022-11-22;Batata Inglesa;464
2022-02-11;Tomate;891
2022-04-18;Tomate;414
2022-05-31;Batata Inglesa;546
2022-04-04;Tomate;967
2022-02-14;Cebola;665
2022-01-28;Tomate;570
2022-09-28;Cebola;771
2022-01-10;Cebola;637
2022-10-26;Tomate;669
2022-08-24;Tomate;230
2022-11-29;Tomate;405
2022-09-08;Cebola;468
2022-11-25;Tomate;505
2022-02-11;Cebola;487
2022-04-27;Cebola;985
2022-12-14;Tomate;479
2022-04-15;Batata Inglesa;397
2022-05-09;Batata Inglesa;325
2022-03-09;Batata Inglesa;618
2022-09-09;Tomate;321
2022-07-18;Cebola;604
2022-01-24;Batata Inglesa;690
2022-04-04;Batata Inglesa;691
2022-12-08;Tomate;579
2022-06-27;Cebola;505
2022-12-15;Batata Inglesa;609
2022-09-08;Cebola;509
2022-11-29;Batata Inglesa;800
2022-03-16;Tomate;609
2022-11-22;Cebola;284
2022-11-29;Tomate;625
2022-03-17;Batata Inglesa;448
2022-03-08;Batata Inglesa;453
2022-04-26;Cebola;149
2022-02-01;Cebola;913
2022-06-03;Batata Inglesa;495
2022-08-02;Tomate;989
2022-11-15;Tomate;491
2022-04-15;Cebola;813
2022-12-12;Tomate;538
2022-08-10;Cebola;428
2022-07-06;Tomate;635
2022-10-07;Tomate;999
2022-09-20;Cebola;708
2022-10-26;Batata Inglesa;790
2022-11-16;Batata Inglesa;877
2022-10-19;Batata Inglesa;540
2022-12-20;Cebola;495
2022-02-25;Batata Inglesa;658
2022-10-31;Tomate;512
2022-01-21;Batata Inglesa;556
2022-06-01;Tomate;420
2022-02-11;Tomate;506
2022-10-20;Batata Inglesa;250
2022-06-13;Tomate;377
2022-03-16;Tomate;553
2022-03-21;Batata Inglesa;752
2022-05-13;Cebola;286
2022-04-08;Tomate;353
2022-01-13;Batata Inglesa;643
2022-02-24;Cebola;608
2022-04-07;Batata Inglesa;832
2022-02-11;Tomate;402
2022-06-01;Batata Inglesa;444
2022-02-03;Tomate;474
2022-10-12;Tomate;623
2022-01-14;Tomate;572
2022-04-26;Cebola;626
2022-09-14;Cebola;595
2022-02-21;Cebola;685
2022-01-07;Batata Inglesa;597
2022-10-27;Tomate;739
2022-03-29;Tomate;736
2022-09-23;Tomate;705
2022-03-03;Tomate;690
2022-02-24;Tomate;599
2022-11-30;Batata Inglesa;476
2022-09-26;Cebola;631
2022-05-11;Cebola;854
2022-01-13;Tomate;425
2022-12-02;Tomate;484
2022-07-21;Cebola;538
2022-08-25;Tomate;663
2022-05-10;Cebola;212
2022-08-22;Batata Inglesa;333
2022-01-07;Cebola;539
2022-06-17;Cebola;558
2022-02-01;Batata Inglesa;682
2022-01-14;Tomate;803
2022-05-24;Cebola;584
2022-09-23;Tomate;793
2022-11-22;Tomate;100
2022-02-03;Batata Inglesa;639
2022-01-19;Tomate;984
2022-10-26;Cebola;593
2022-11-22;Tomate;100
2022-07-12;Tomate;746
2022-02-17;Tomate;548
2022-04-11;Cebola;439
2022-06-02;Tomate;536
2022-11-02;Cebola;660
2022-09-27;Batata Inglesa;790
2022-06-03;Cebola;999
2022-04-05;Tomate;539
2022-06-23;Tomate;629
2022-06-14;Tomate;481
2022-06-21;Tomate;434
2022-12-12;Batata Inglesa;454
2022-11-23;Cebola;269
2022-06-30;Tomate;543
2022-12-19;Tomate;382
2022-07-12;Batata Inglesa;378
2022-04-18;Cebola;291
2022-12-07;Tomate;341
2022-07-05;Batata Inglesa;422
2022-02-21;Tomate;763
2022-03-29;Tomate;807
2022-12-20;Tomate;559
2022-12-21;Cebola;574
2022-07-04;Cebola;948
2022-07-29;Batata Inglesa;887
2022-06-24;Tomate;266
2022-10-20;Tomate;692
2022-01-04;Tomate;387
2022-01-27;Tomate;775
2022-09-13;Cebola;432
2022-07-25;Tomate;476
2022-04-15;Tomate;753
2022-12-16;Batata Inglesa;294
2022-08-25;Batata Inglesa;487
2022-05-24;Tomate;737
2022-07-06;Batata Inglesa;638
2022-04-01;Tomate;637
2022-02-09;Cebola;776
2022-09-08;Cebola;100
2022-12-29;Cebola;366
2022-01-21;Cebola;616
2022-02-11;Cebola;814
2022-06-30;Tomate;218
2022-02-07;Batata Inglesa;849
2022-02-04;Batata Inglesa;493
2022-09-27;Tomate;684
2022-09-16;Batata Inglesa;753
2022-07-28;Batata Inglesa;342
2022-09-14;Batata Inglesa;348
2022-07-19;Batata Inglesa;563
2022-08-02;Tomate;446
2022-03-18;Batata Inglesa;561
2022-08-15;Batata Inglesa;738
2022-04-27;Cebola;605
2022-06-15;Tomate;137
2022-05-26;Batata Inglesa;551
2022-01-03;Cebola;617
2022-09-07;Batata Inglesa;403
2022-07-19;Tomate;447
2022-03-10;Batata Inglesa;216
2022-06-24;Batata Inglesa;920
2022-01-24;Cebola;456
2022-12-28;Tomate;688
2022-11-23;Batata Inglesa;717
2022-09-16;Tomate;792
2022-09-23;Batata Inglesa;822
2022-10-26;Tomate;469
2022-09-13;Batata Inglesa;213
2022-11-08;Batata Inglesa;567
2022-05-25;Tomate;682
2022-05-16;Tomate;569
2022-04-20;Tomate;352
2022-01-07;Batata Inglesa;402
2022-06-10;Batata Inglesa;518
2022-03-01;Cebola;741
2022-02-24;Cebola;310
2022-01-20;Tomate;660
2022-09-26;Tomate;528
2022-08-10;Batata Inglesa;426
2022-07-07;Batata Inglesa;571
2022-11-04;Cebola;367
2022-06-29;Batata Inglesa;691
2022-10-07;Tomate;470
2022-11-29;Cebola;999
2022-09-22;Cebola;484
2022-02-11;Tomate;828
2022-09-20;Tomate;889
2022-07-12;Batata Inglesa;687
2022-04-18;Tomate;249
2022-05-31;Tomate;957
2022-09-15;Tomate;377
2022-12-28;Batata Inglesa;393
2022-03-10;Batata Inglesa;750
2022-10-19;Cebola;131
2022-02-02;Cebola;563
2022-10-03;Cebola;681
2022-07-20;Cebola;502
2022-04-25;Cebola;349
2022-04-07;Batata Inglesa;447
2022-04-08;Batata Inglesa;627
2022-04-08;Cebola;171
2022-09-02;Batata Inglesa;588
2022-05-10;Batata Inglesa;571
2022-04-27;Batata Inglesa;811
2022-07-01;Cebola;627
2022-04-18;Cebola;436
2022-08-15;Tomate;490
2022-01-26;Batata Inglesa;589
2022-06-09;Cebola;532
2022-09-29;Batata Inglesa;514
2022-11-08;Tomate;195
2022-09-16;Batata Inglesa;822
2022-10-24;Batata Inglesa;300
2022-03-30;Cebola;497
2022-08-17;Batata Inglesa;100
2022-10-27;Batata Inglesa;700
2022-03-31;Tomate;615
2022-06-17;Tomate;467
2022-05-03;Tomate;842
2022-07-19;Cebola;524
2022-09-02;Cebola;638
2022-05-09;Tomate;434
2022-03-04;Tomate;675
2022-07-14;Cebola;565
2022-12-05;Batata Inglesa;639
2022-10-19;Tomate;681
2022-08-12;Tomate;609
2022-03-28;Cebola;652
2022-03-22;Tomate;283
2022-07-13;Tomate;314
2022-02-11;Cebola;711
2022-08-19;Batata Inglesa;643
2022-12-15;Cebola;651
2022-11-25;Batata Inglesa;412
2022-09-01;Batata Inglesa;626
2022-12-16;Batata Inglesa;573
2022-11-22;Tomate;815
2022-05-02;Batata Inglesa;470
2022-06-21;Tomate;388
2022-05-19;Tomate;301
2022-07-20;Batata Inglesa;359
2022-01-20;Cebola;715
2022-08-04;Batata Inglesa;492
2022-04-18;Batata Inglesa;711
2022-04-28;Cebola;723
2022-01-24;Cebola;856
2022-07-19;Tomate;465
2022-04-04;Cebola;763
2022-11-29;Batata Inglesa;151
2022-07-11;Batata Inglesa;446
2022-10-27;Batata Inglesa;648
2022-08-12;Tomate;512
2022-07-26;Batata Inglesa;594
2022-04-27;Batata Inglesa;394
2022-10-14;Cebola;533
2022-11-18;Batata Inglesa;625
2022-04-15;Batata Inglesa;303
2022-06-28;Batata Inglesa;450
2022-08-19;Tomate;425
2022-02-22;Tomate;598
2022-09-02;Cebola;697
2022-12-08;Tomate;393
2022-06-29;Tomate;592
2022-06-20;Cebola;773
2022-09-12;Batata Inglesa;606
2022-06-06;Cebola;508
2022-08-25;Batata Inglesa;468
2022-07-05;Batata Inglesa;999
2022-07-11;Tomate;317
2022-09-27;Cebola;672
2022-08-25;Batata Inglesa;428
2022-08-17;Batata Inglesa;832
2022-08-29;Batata Inglesa;546
2022-04-13;Tomate;920
2022-09-22;Batata Inglesa;657
2022-01-28;Tomate;452
2022-01-28;Batata Inglesa;425
2022-07-08;Batata Inglesa;684
2022-07-07;Tomate;787
2022-07-13;Cebola;305
2022-07-13;Batata Inglesa;693
2022-11-09;Cebola;515
2022-10-26;Cebola;362
2022-02-11;Batata Inglesa;100
2022-12-29;Cebola;669
2022-10-26;Cebola;359
2022-06-13;Tomate;662
2022-09-22;Batata Inglesa;358
2022-06-29;Cebola;863
2022-01-27;Batata Inglesa;576
2022-01-28;Tomate;461
2022-04-05;Batata Inglesa;798
2022-08-18;Cebola;654
2022-09-30;Cebola;520
2022-07-29;Tomate;491
2022-02-15;Tomate;700
2022-05-26;Cebola;421
2022-01-25;Cebola;410
2022-04-21;Batata Inglesa;529
2022-04-12;Cebola;379
2022-11-18;Cebola;513
2022-02-23;Batata Inglesa;307
2022-06-29;Tomate;692
2022-09-12;Cebola;391
2022-10-24;Tomate;526
2022-07-14;Batata Inglesa;750
2022-07-07;Cebola;869
2022-02-11;Tomate;650
2022-08-25;Cebola;697
2022-04-12;Tomate;296
2022-12-19;Cebola;999
2022-11-17;Batata Inglesa;370
2022-08-31;Tomate;806
2022-02-01;Batata Inglesa;552
2022-10-27;Tomate;529
2022-01-13;Batata Inglesa;444
2022-07-20;Tomate;246
2022-04-11;Cebola;466
2022-07-28;Cebola;491
2022-12-15;Cebola;852
2022-06-02;Tomate;801
2022-04-25;Tomate;568
2022-05-03;Batata Inglesa;660
2022-11-25;Cebola;389
2022-06-10;Batata Inglesa;630
2022-11-28;Batata Inglesa;529
2022-11-14;Cebola;568
2022-11-28;Batata Inglesa;819
2022-06-30;Tomate;315
2022-04-27;Tomate;519
2022-01-17;Batata Inglesa;539
2022-03-14;Batata Inglesa;593
2022-06-24;Tomate;711
2022-01-11;Cebola;348
2022-05-09;Tomate;692
2022-08-22;Cebola;638
2022-11-18;Cebola;917
2022-04-21;Batata Inglesa;637
2022-02-04;Cebola;585
2022-06-02;Tomate;385
2022-08-10;Batata Inglesa;627
2022-02-02;Batata Inglesa;539
2022-09-01;Cebola;765
2022-05-02;Tomate;537
2022-02-21;Cebola;252
2022-07-25;Cebola;645
2022-11-11;Cebola;609
2022-02-15;Tomate;176
2022-01-11;Cebola;764
2022-06-17;Cebola;100
2022-04-13;Tomate;639
2022-03-18;Batata Inglesa;469
2022-10-21;Tomate;542
2022-02-04;Tomate;305
2022-04-06;Cebola;822
2022-09-21;Batata Inglesa;779
2022-09-12;Cebola;606
2022-07-28;Cebola;577
2022-12-05;Tomate;971
2022-08-24;Batata Inglesa;100
2022-05-03;Batata Inglesa;396
2022-09-27;Cebola;425
2022-07-20;Batata Inglesa;621
2022-03-10;Tomate;632
2022-07-06;Tomate;508
2022-11-14;Tomate;479
2022-10-20;Batata Inglesa;433
2022-06-21;Batata Inglesa;553
2022-01-18;Cebola;584
2022-03-10;Batata Inglesa;748
2022-12-16;Cebola;518
2022-01-11;Cebola;590
2022-04-08;Cebola;778
2022-05-04;Tomate;489
2022-08-08;Batata Inglesa;650
2022-02-21;Cebola;760
2022-04-13;Cebola;471
2022-09-19;Tomate;796
2022-07-06;Tomate;447
2022-06-23;Cebola;707
2022-09-01;Batata Inglesa;205
2022-01-14;Batata Inglesa;421
2022-01-26;Batata Inglesa;324
2022-09-27;Batata Inglesa;328
2022-02-01;Batata Inglesa;554
2022-03-10;Batata Inglesa;524
2022-05-23;Cebola;934
2022-05-06;Cebola;641
2022-06-02;Cebola;530
2022-11-04;Cebola;581
2022-11-04;Batata Inglesa;586
2022-09-30;Tomate;576
2022-10-18;Tomate;736
2022-12-22;Cebola;360
2022-05-25;Tomate;473
2022-12-08;Cebola;311
2022-10-18;Cebola;627
2022-03-21;Cebola;391
2022-10-20;Batata Inglesa;558
2022-12-13;Cebola;316
2022-09-29;Tomate;401
2022-11-09;Batata Inglesa;273
2022-08-24;Batata Inglesa;742
2022-04-29;Cebola;539
2022-12-01;Tomate;309
2022-11-02;Tomate;100
2022-12-21;Batata Inglesa;739
2022-03-15;Batata Inglesa;794
2022-12-28;Tomate;512
2022-06-15;Tomate;558
2022-05-31;Cebola;595
2022-09-06;Tomate;356
2022-03-17;Cebola;459
2022-02-10;Cebola;330
2022-07-27;Tomate;561
2022-02-10;Batata Inglesa;373
2022-05-13;Tomate;738
2022-03-28;Tomate;626
2022-09-01;Cebola;248
2022-09-22;Tomate;657
2022-02-22;Tomate;513
2022-06-21;Cebola;208
2022-12-07;Cebola;729
2022-03-23;Batata Inglesa;554
2022-08-29;Cebola;826
2022-05-03;Cebola;598
2022-05-17;Tomate;676
2022-06-03;Tomate;739
2022-12-06;Batata Inglesa;999
2022-08-11;Tomate;999
2022-09-06;Tomate;384
2022-07-22;Tomate;537
2022-12-29;Cebola;534
2022-09-12;Tomate;359
2022-09-07;Cebola;515
2022-06-09;Tomate;393
2022-09-15;Tomate;865
2022-06-16;Batata Inglesa;999
2022-02-08;Batata Inglesa;636
2022-03-29;Tomate;878
2022-10-27;Batata Inglesa;771
2022-02-03;Tomate;612
2022-01-17;Cebola;598
2022-05-19;Cebola;615
2022-10-03;Cebola;495
2022-10-04;Tomate;570
2022-05-03;Tomate;574
2022-07-29;Cebola;830
2022-08-10;Batata Inglesa;814
2022-03-08;Tomate;868
2022-09-12;Batata Inglesa;614
2022-06-09;Tomate;764
2022-03-04;Cebola;372
2022-03-22;Tomate;662
2022-10-19;Tomate;767
2022-06-02;Batata Inglesa;521
2022-02-14;Batata Inglesa;544
2022-08-26;Tomate;508
2022-04-21;Cebola;461
2022-06-15;Batata Inglesa;583
2022-05-02;Tomate;408
2022-10-21;Cebola;330
2022-09-14;Batata Inglesa;772
2022-11-15;Cebola;426
2022-04-07;Tomate;408
2022-11-17;Cebola;690
2022-02-16;Cebola;637
2022-03-31;Cebola;567
2022-11-22;Cebola;546
2022-08-23;Batata Inglesa;732
2022-09-19;Cebola;617
2022-09-07;Cebola;775
2022-05-10;Cebola;470
2022-10-03;Tomate;331
2022-08-12;Tomate;481
2022-07-19;Tomate;774
2022-01-10;Tomate;189
2022-04-01;Tomate;901
2022-11-24;Tomate;452
2022-03-17;Batata Inglesa;482
2022-11-16;Tomate;603
2022-12-12;Tomate;385
2022-10-13;Cebola;589
2022-08-11;Cebola;391
2022-08-11;Batata Inglesa;505
2022-11-24;Cebola;339
2022-06-10;Batata Inglesa;797
2022-06-16;Cebola;431
2022-01-25;Batata Inglesa;679
2022-03-11;Tomate;772
2022-02-23;Batata Inglesa;992
2022-05-12;Cebola;294
2022-05-11;Cebola;510
2022-07-29;Cebola;369
2022-10-07;Batata Inglesa;434
2022-04-22;Batata Inglesa;419
2022-11-25;Tomate;491
2022-11-08;Batata Inglesa;565
2022-07-11;Tomate;607
2022-06-28;Batata Inglesa;451
2022-11-10;Tomate;617
2022-02-17;Batata Inglesa;868
2022-05-27;Tomate;410
2022-08-18;Cebola;353
2022-06-10;Cebola;457
2022-07-14;Cebola;560
2022-12-05;Tomate;503
2022-01-31;Batata Inglesa;370
2022-12-30;Tomate;182
2022-11-07;Tomate;650
2022-11-22;Batata Inglesa;718
2022-10-10;Cebola;535
2022-05-10;Batata Inglesa;502
2022-04-27;Cebola;786
2022-10-05;Batata Inglesa;780
2022-09-06;Tomate;541
2022-06-02;Cebola;451
2022-11-22;Cebola;628
2022-06-30;Batata Inglesa;603
2022-03-23;Batata Inglesa;760
2022-03-22;Batata Inglesa;117
2022-05-12;Cebola;184
2022-06-14;Cebola;569
2022-03-17;Batata Inglesa;419
2022-08-23;Batata Inglesa;559
2022-04-19;Batata Inglesa;538
2022-03-30;Cebola;689
2022-08-12;Batata Inglesa;461
2022-12-29;Cebola;390
2022-09-06;Batata Inglesa;307
2022-12-21;Batata Inglesa;512
2022-09-26;Batata Inglesa;781
2022-03-31;Batata Inglesa;539
2022-07-29;Tomate;271
2022-10-20;Cebola;527
2022-05-25;Tomate;762
2022-04-26;Tomate;731
2022-09-27;Batata Inglesa;349
2022-05-26;Cebola;581
2022-12-15;Cebola;735
2022-08-24;Tomate;499
2022-02-02;Batata Inglesa;560
2022-04-07;Cebola;708
2022-06-17;Tomate;355
2022-06-14;Cebola;822
2022-07-08;Tomate;431
2022-10-06;Cebola;706
2022-08-30;Cebola;627
